batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,261228.028600,39060.010490,21655.421697,21436.795849,336.977162,1852.248224,1720.004723,4,0,2450,2450,401,0,2049,0,724.738857,725.817832,0.836327,646931.264426,395880.699100,0.000000,0.000000,0.000000,0.000000
