batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,260746.156390,33458.114901,17999.847798,17995.955580,371.598233,1977.712514,1845.466869,4,0,2450,2450,401,0,2049,0,254.791867,255.898828,0.836327,646936.516176,395358.110317,0.000000,0.000000,0.000000,0.000000
