batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,259222.005684,48509.308323,6638.898539,6500.035809,208.273485,473.655448,428.836778,16,0,7126,7126,1241,0,5885,0,2377.316355,2380.745243,0.825849,1794918.568171,2258100.202129,0.000000,0.000000,0.000000,0.000000
