batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,260816.179117,94338.667360,18115.578260,18107.246557,404.278671,1968.517189,1836.344131,4,0,2450,2450,401,0,2049,0,231.189395,232.223231,0.836327,646758.678155,395816.039245,0.000000,0.000000,0.000000,0.000000
