batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,258330.372991,421544.250617,1992.035614,1984.745617,824.140046,124.376914,91.476103,16,0,2450,2450,41,0,2409,0,67.173032,68.047006,0.983265,167262.619900,3523689.987640,0.000000,0.000000,0.000000,0.000000
