batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,260998.788053,59808.995500,20450.508604,20450.166674,349.311332,1914.366690,1781.177855,4,0,2450,2450,401,0,2049,0,680.067431,681.214151,0.836327,649247.332367,392596.092988,0.000000,0.000000,0.000000,0.000000
